author,content,description,publishedAt,source,title,url,urlToImage
George Webster,"arts
There aren't many venues like the Venice Giardini. Sat on the eastern edge of the historic city, the garden is home to dozens of pavilions built over the years to display the work of nations participating in the Venice Biennale -- arguably the world's m… [+7416 chars]","From Ghana's debut to Canadian Inuit art, a look at the most interesting pavilions at this year's Venice Biennale.",2019-05-22T11:34:00Z,"{'id': 'cnn', 'name': 'CNN'}",Venice Biennale 2019: Best of the national pavilions,https://www.cnn.com/style/article/venice-biennale-2019-pavilions/index.html,http://cdn.cnn.com/cnnnext/dam/assets/190522152030-venice-biennale-dutch-pavilion-super-tease.jpg
webdesk@voanews.com (Agence France-Presse),"BRASILIA  Brazilians will no longer be permitted to carry assault weapons on the street after pro-gun President Jair Bolsonaro on Wednesday revised an order that enabled millions of civilians to be armed in public.
Eligible ""common citizens"" will be allowed … [+2312 chars]","Brazilians will no longer be permitted to carry assault weapons on the street after pro-gun President Jair Bolsonaro on Wednesday revised an order that enabled millions of civilians to be armed in public. Eligible ""common citizens"" will be allowed to carry ha…",2019-05-22T17:18:23Z,"{'id': None, 'name': 'Voanews.com'}","Bolsonaro Revises Decree, Bans Brazilians Carrying Assault Weapons",https://www.voanews.com/a/bolsonaro-revises-decree-bans-brazilians-carrying-assault-weapons/4928090.html,https://gdb.voanews.com/B6FB34BD-1197-4716-973B-212CD1D6F043_cx0_cy6_cw0_w1200_s.jpg
Nausicaa Renner,"Image: Marcelo Camargo/Agência Brasil
Since taking office in January, President Jair Bolsonaro has not only become less popular. He has also done perhaps irreparable damage to fundamental democratic institutions.
It has been nearly five months since Jair Bo… [+11503 chars]","Since taking office in January, President Jair Bolsonaro has not only become less popular. He has also done perhaps irreparable damage to fundamental democratic institutions. Gianpaolo Baiocchi Marcelo K. Silva May 27, 2019 It has been nearly five months sinc…",2019-05-22T14:27:50Z,"{'id': None, 'name': 'Bostonreview.net'}",The War on Brazilian Democracy,http://bostonreview.net/global-justice/gianpaolo-baiocchi-marcelo-k-silva-war-brazilian-democracy,http://bostonreview.net/sites/default/files/Baiocchi%20Silva%20Jair%20Bolsonaro.jpg
user8,"The IBSA task list (The Hindu)
Mains Paper 2: International Relations Prelims level: IBSAMains level: Discuss the importance of IBSA
Context
Even as two member-states (India and South Africa) of the IBSA Dialogue
Forum have been busy with national electio… [+4916 chars]",The IBSA task list (The Hindu) Mains Paper 2: International Relations Prelims level: IBSA Mains level: Discuss the importance of IBSA Context Even as two member-states (India and South Africa) of the IBSA Dialogue Forum have been busy with national elections …,2019-05-22T11:58:02Z,"{'id': None, 'name': 'Iasexamportal.com'}",THE GIST of Editorial for UPSC Exams : 22 MAY 2019 (The IBSA task list (The Hindu)),https://iasexamportal.com/editorial-gist/22-05-2019-the-ibsa-task-list-the-hindu?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+upscportal+%28IAS+EXAM+PORTAL++-+India%27s+Largest+UPSC%2C+IAS+Aspirants+Community.%29,
acerojano,"In this April 19, 2018 file photo, presidential hopeful, conservative lawmaker Jair Bolsonaro flashes two thumbs up as he poses for a photo with cadets during a ceremony marking Army Day, in Brasilia, Brazil. Bolsonaro, a former Army captain who waxes nostalg… [+2624 chars]","Amnesty International published an open letter Tuesday criticizing the policies of President Jair Bolsonaro, saying they will lead to more homicides and deny some Brazilians their human rights. The post Amnesty International criticizes Brazil’s far-right lead…",2019-05-22T11:25:39Z,"{'id': None, 'name': 'Inquirer.net'}",Amnesty International criticizes Brazil’s far-right leader,https://newsinfo.inquirer.net/1122200/amnesty-international-criticizes-brazils-far-right-leader,https://newsinfo.inquirer.net/files/2018/06/AP181731350014252-620x413.jpg
The Associated Press,"RIO DE JANEIRO - Brazilian President Jair Bolsonaro is drawing back on a decree to ease gun control that he signed earlier this month.
The government has published a new decree that reverses or tightens some parts of a May 7 decree that had drawn widespread … [+478 chars]",RIO DE JANEIRO - Brazilian President Jair Bolsonaro is drawing back on a decree to ease gun control that he signed earlier this month.,2019-05-22T16:31:46Z,"{'id': None, 'name': 'Thestar.com'}",Brazil’s Bolsonaro backtracks on decree to ease gun control,https://www.thestar.com/news/world/americas/2019/05/22/brazils-bolsonaro-backtracks-on-decree-to-ease-gun-control.html,https://www.thestar.com/assets/img/thestar-ribbon.png
InsightsIAS,"Insights Daily Current Affairs + PIB: 22 May 2019
Relevant articles from PIB:
Paper 3:
Topic covered:
economics of animal-rearing.
Ongole cattle
What to study?
For prelims and mains: Ongole cattle- significance and the need for conservation.
Context: … [+19940 chars]",Insights Daily Current Affairs + PIB: 22 May 2019 Relevant articles from PIB: Paper 3: Topic covered: economics of animal-rearing. Ongole cattle What to study? For prelims and mains: Ongole cattle- significance and the need for conservation. Context: Vice Pre…,2019-05-22T10:56:24Z,"{'id': None, 'name': 'Insightsonindia.com'}",Insights Daily Current Affairs + PIB: 22 May 2019,https://www.insightsonindia.com/2019/05/22/insights-daily-current-affairs-pib-22-may-2019/,
Associated Press,"Amnesty International published an open letter Tuesday criticizing the policies of President Jair Bolsonaro, saying they will lead to more homicides and deny some Brazilians their human rights.
The group said Bolsonaro’s “anti-human rights” rhetoric througho… [+1978 chars]","Amnesty International published an open letter Tuesday criticizing the policies of President Jair Bolsonaro, saying they will lead to more homicides and deny some Brazilians their human rights. The group said Bolsonaro... The post Amnesty International critic…",2019-05-22T10:48:52Z,"{'id': None, 'name': 'Thegrio.com'}",Amnesty International criticizes Brazil’s far-right president,http://thegrio.com/2019/05/22/amnesty-international-criticizes-brazils-far-right-president/,https://thegrio.com/wp-content/uploads/2018/10/Brazil.jpg
brendan,"The ministry of environment said it had changed its mind about cancelling the event after talks with the mayor of Salvador Antonio Carlos Magalhães Neto, according to a statement published on Sunday.
Neto is also the president of DEM, a right-wing party alig… [+1119 chars]",Brazil’s ministry of environment said it will now host the UN’s Latin America and the Caribbean Climate Week in Salvador in August.,2019-05-22T06:00:20Z,"{'id': None, 'name': 'Theecologist.org'}",Brazil backtracks on Climate Week,https://theecologist.org/2019/may/22/brazil-backtracks-climate-week,https://theecologist.org/sites/default/files/styles/facebook/public/2019-05/el-salvador-2379443_1280-e1557832741468.jpg?h=ae1281eb&itok=YdALXVRX
AFP,"Aerial view of Brazil’s National Museum taken as journalists make their first visit since the building burnt down last September, in Rio de Janeiro. (AFP pic)
RIO DE JANEIRO: Brazil’s National Museum director headed to Europe on Tuesday for a two-week fundra… [+1681 chars]","Brazil's National Museum director says the museum requires 1 million reais (about US$250,000) 'to be able to breathe.'",2019-05-22T06:00:18Z,"{'id': None, 'name': 'Freemalaysiatoday.com'}",Brazil’s gutted National Museum seeks funds in Europe,https://www.freemalaysiatoday.com/category/leisure/2019/05/22/brazils-gutted-national-museum-seeks-funds-in-europe/,https://s3media.freemalaysiatoday.com/wp-content/uploads/2019/05/Brazil-museum-220519-AFP.jpg
nguno,"Brazil’s National Museum director headed to Europe Tuesday for a two-week fundraising trip to help finance the rebuilding of the institution devastated by fire last year.
Aerial view of Brazil’s National Museum taken as journalists make their first visit sin… [+2070 chars]",Brazil's National Museum director will visit Germany and France in search of support after failing to get the much-needed aid in Brazil. The post Brazil’s gutted National Museum seeks funds in Europe appeared first on Inquirer News.,2019-05-22T07:22:17Z,"{'id': None, 'name': 'Inquirer.net'}",Brazil’s gutted National Museum seeks funds in Europe,https://newsinfo.inquirer.net/1122053/brazils-gutted-national-museum-seeks-funds-in-europe,https://newsinfo.inquirer.net/files/2019/05/0065beee8313752b699a009b19e9895a539e0043-620x413.jpg
,"EVENTS
New definitions of SI units come into force Revised definitions of four scientific units the kilogram, the kelvin, the ampere and the mole came into force on 20 May, World Metrology Day. All the base units of the International System of Units (SI) are… [+8529 chars]",The week in science: 17–23 May 2019.,2019-05-22T00:00:00Z,"{'id': None, 'name': 'Nature.com'}","CRISPR-baby rules, fake-news law and kilogram retires",https://www.nature.com/articles/d41586-019-01564-1?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-01564-1/d41586-019-01564-1_16737982.jpg
,"EVENTS
New definitions of SI units come into force Revised definitions of four scientific units the kilogram, the kelvin, the ampere and the mole came into force on 20 May, World Metrology Day. All the base units of the International System of Units (SI) are… [+8529 chars]",The week in science: 17–23 May 2019.,2019-05-22T00:00:00Z,"{'id': None, 'name': 'Nature.com'}","CRISPR-baby rules, fake-news law and kilogram retires",https://www.nature.com/articles/d41586-019-01564-1,https://media.nature.com/lw1024/magazine-assets/d41586-019-01564-1/d41586-019-01564-1_16737982.jpg
Reuters Editorial,"BRASILIA (Reuters) - Brazil’s government could make some changes to an executive gun decree signed by far-right President Jair Bolsonaro as a result of some of the criticisms it faced, the president’s spokesman said on Tuesday, without giving more details. 
… [+351 chars]","Brazil's government could make some changes to an executive gun decree signed by far-right President Jair Bolsonaro as a result of some of the criticisms it faced, the president's spokesman said on Tuesday, without giving more details.",2019-05-21T22:47:45Z,"{'id': 'reuters', 'name': 'Reuters'}",Brazil could tweak gun decree after criticism: president's spokesman,https://www.reuters.com/article/us-brazil-politics-guns-idUSKCN1SR2L4,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png
,"Rio de Janeiro (AFP) - Brazil's National Museum director headed to Europe Tuesday for a two-week fundraising trip to help finance the rebuilding of the institution devastated by fire last year.
Alexander Kellner told AFP he would visit Germany and France in … [+1524 chars]",Brazil's National Museum director headed to Europe Tuesday for a two-week fundraising trip to help finance the rebuilding of the institution devastated by fire last year. Alexander Kellner told AFP he would visit Germany and France in search of support after …,2019-05-21T21:01:05Z,"{'id': None, 'name': 'Yahoo.com'}",Brazil's gutted National Museum seeks funds in Europe,https://news.yahoo.com/brazils-gutted-national-museum-seeks-funds-europe-210105009.html,https://s.yimg.com/uu/api/res/1.2/bgzik0hKsS9NGZmD78SkZw--~B/aD02ODI7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en_us/News/afp.com/32b59c70ed19b8fadd8488782a18748b6c8bffba.jpg
Reuters,"BRASILIA (Reuters) - Brazil's government could make some changes to an executive gun decree signed by far-right President Jair Bolsonaro as a result of some of the criticisms it faced, the president's spokesman said on Tuesday, without giving more details.
E… [+716 chars]","BRASILIA (Reuters) - Brazil's government could make some changes to an executive gun decree signed by far-right President Jair Bolsonaro as a result of some of the criticisms it faced, the president's spokesman said on Tuesday, without giving more details. Th…",2019-05-21T23:40:03Z,"{'id': None, 'name': 'Firstpost.com'}",Brazil could tweak gun decree after criticism – president’s spokesman,https://www.firstpost.com/world/brazil-could-tweak-gun-decree-after-criticism-presidents-spokesman-6679841.html,https://images.firstpost.com/wp-content/uploads/reuters/05-2019/22/2019-05-21T230442Z_1_LYNXNPEF4K22J_RTROPTP_2_BRAZIL-POLITICS-RELIGION.jpg
CNA,"RIO DE JANEIRO: Brazil's National Museum director headed to Europe on Tuesday (May 21) for a two-week fundraising trip to help finance the rebuilding of the institution devastated by fire last year.
Alexander Kellner told AFP he would visit Germany and Franc… [+1577 chars]",RIO DE JANEIRO: Brazil's National Museum director headed to Europe on Tuesday (May 21) for a two-week fundraising trip to help finance the rebuilding of the institution devastated by fire last year. Alexander Kellner told AFP he would visit Germany and France…,2019-05-21T21:29:24Z,"{'id': None, 'name': 'Channelnewsasia.com'}",Brazil's gutted National Museum seeks funds in Europe,https://www.channelnewsasia.com/news/world/brazil-s-gutted-national-museum-seeks-funds-in-europe-11553142,"https://cna-sg-res.cloudinary.com/image/upload/q_auto,f_auto/image/11553140/16x9/991/557/319e077f7645a135024be07554541fd/Ue/aerial-view-of-brazil-s-national-museum-taken-as-journalists-make-their-first-visit-since-the-building-burnt-down-last-september-in-rio-de-janeiro-1558473038168-2.jpg"
The Associated Press,"Amnesty International published an open letter Tuesday criticizing the policies of President Jair Bolsonaro, saying they will lead to more homicides and deny some Brazilians their human rights.
The group said Bolsonaro's ""anti-human rights"" rhetoric througho… [+1978 chars]","Amnesty International has published an open letter criticizing the policies of far-right President Jair Bolsonaro, saying they will lead to more homicides and deny some Brazilians their human rights",2019-05-21T21:33:19Z,"{'id': 'abc-news', 'name': 'ABC News'}",Amnesty International criticizes Brazil's far-right leader,https://abcnews.go.com/International/wireStory/amnesty-international-criticizes-brazils-leader-63185591,https://s.abcnews.com/images/International/WireAP_87301fb3a005409ebc347f6f135b3ec1_16x9_992.jpg
Anna Jean Kaiser,"RIO DE JANEIRO (AP) Amnesty International published an open letter Tuesday criticizing the policies of President Jair Bolsonaro, saying they will lead to more homicides and deny some Brazilians their human rights.
The group said Bolsonaro’s “anti-human right… [+1998 chars]","RIO DE JANEIRO (AP) — Amnesty International published an open letter Tuesday criticizing the policies of President Jair Bolsonaro, saying they will lead to more homicides and deny some Brazilians their human rights. The group said Bolsonaro’s “anti-human righ…",2019-05-21T21:31:58Z,"{'id': None, 'name': 'Seattletimes.com'}",Amnesty International criticizes Brazil’s far-right leader,https://www.seattletimes.com/nation-world/nation/amnesty-international-criticizes-brazils-far-right-leader/,https://static.seattletimes.com/wp-content/uploads/2019/05/urn-publicid-ap-org-8d3f8e7eabe04f95ae599c664d6ff203Brazil_Human_Rights_30336-1200x630.jpg
,"RIO DE JANEIRO Amnesty International published an open letter Tuesday criticizing the policies of President Jair Bolsonaro, saying they will lead to more homicides and deny some Brazilians their human rights.
The group said Bolsonaros anti-human rights rheto… [+2105 chars]","Amnesty International has published an open letter criticizing the policies of far-right President Jair Bolsonaro, saying they will lead to more homicides and deny some Brazilians their human rights",2019-05-21T21:35:46Z,"{'id': 'the-washington-post', 'name': 'The Washington Post'}",Amnesty International criticizes Brazil's far-right leader,https://www.washingtonpost.com/world/the_americas/amnesty-international-criticizes-brazils-far-right-leader/2019/05/21/64384d1c-7c10-11e9-b1f3-b233fe5811ef_story.html,https://www.washingtonpost.com/resizer/2CjPNwqvXHPS_2RpuRTKY-p3eVo=/1484x0/www.washingtonpost.com/pb/resources/img/twp-social-share.png
Tom Hennigan,"After five rocky months, Brazils far-right president Jair Bolsonaro has finally left behind the chaos that marked the start to his term in office only to head straight into a crisis that has a whiff of being terminal.
Last week his own son Carlos was on Twit… [+4467 chars]","After five rocky months, Brazil’s far-right president Jair Bolsonaro has finally left behind the chaos that marked the start to his term in office only to head straight into a crisis that has a whiff of being terminal. Last week his own son Carlos was on Twit…",2019-05-22T00:00:00Z,"{'id': 'the-irish-times', 'name': 'The Irish Times'}",Bolsonaro’s dysfunctional presidency may be nearing endgame,https://www.irishtimes.com/news/world/bolsonaro-s-dysfunctional-presidency-may-be-nearing-endgame-1.3899590,https://www.irishtimes.com/image-creator/?id=1.3899581&origw=1440
,"A migrant farm worker scans her fingerprints to register to receive a national identity card in New Delhi, in a file photo. After linking Aadhaar with the governments financial inclusion scheme, the Indian government began transferring cash directly into the … [+4660 chars]","India seeks high-tech solutions | Comment www.ekathimerini.com If there's one thing that unites the people of the world today, it's anger at establishment politicians.",2019-05-21T12:38:00Z,"{'id': None, 'name': 'Ekathimerini.com'}",India seeks high-tech solutions | Comment - www.ekathimerini.com,http://www.ekathimerini.com/240673/opinion/ekathimerini/comment/india-seeks-high-tech-solutions,http://www.ekathimerini.com/resources/2019-05/india_web-thumb-large.jpg
David Reddish,"One Brazilian politician has found the courage to condemn the hateful attacks on the LGBTQ community by current President Jair Bolsonaro. His name is David Miranda.
With violence against LGBTQ people on the rise in Brazil, Miranda’s presence in the Brazilian… [+2104 chars]","An out, gay black man has become a congressional leader in fighting back against the homophobia of Jair Bolsonaro.",2019-05-21T17:30:16Z,"{'id': None, 'name': 'Queerty.com'}","Meet David Miranda, the gay politician defending LGBTQ rights in Brazil",https://www.queerty.com/meet-david-miranda-gay-politician-defending-lgbtq-rights-brazil-20190521,https://queerty-prodweb.s3.amazonaws.com/2019/05/David-Miranda.jpg
Rajiv Bhatia,"Even as two member-states (India and South Africa) of the IBSA Dialogue Forum have been busy with national elections and the third (Brazil) is settling down after its recent presidential elections, their foreign policy mandarins met in Kochi, May 3-5. The cen… [+4433 chars]","Why this unique grouping of India, Brazil and South Africa must be revitalised",2019-05-21T18:02:16Z,"{'id': 'the-hindu', 'name': 'The Hindu'}",The IBSA task list,https://www.thehindu.com/opinion/op-ed/the-ibsa-task-list/article27199570.ece,https://www.thehindu.com/business/199hlp/article27199786.ece/ALTERNATES/LANDSCAPE_615/MANMOHAN-IBSASUMMIT
Scott Mitchell,"A definitive layout has been revealed for the planned Rio de Janeiro circuit that wants to take over Formula 1's Brazilian Grand Prix slot, but only once Interlagos's deal expires. 
US consortium Rio Motorsports claims that on Monday it won a tender to build… [+1964 chars]","A definitive layout has been revealed for the planned Rio de Janeiro circuit that wants to take over Formula 1's Brazilian Grand Prix slot, but only once Interlagos's deal expires",2019-05-21T15:50:17Z,"{'id': None, 'name': 'Autosport.com'}",New Rio track layout revealed but no F1 race to be held before 2021,https://www.autosport.com/f1/news/143556/rio-track-layout-revealed-but-no-f1-before-2021,https://d2d0b2rxqzh1q5.cloudfront.net/sv/1.67/dir/914/image/9147cf32300efd0c77ed87a81c53ad61.jpg
Theo Knights,"Judging by his disappointing performance in his first 140 days in office, Brazilian President Jair Bolsonaro is likely to learn the hard way that trying to restore order to Brazils shaky public finances is similar to dealing with a charging tiger with only on… [+3011 chars]",One must hope that President Bolsonaro soon gets a handle on Brazil’s public finance problems before those problems overwhelm his presidency.,2019-05-21T18:41:24Z,"{'id': None, 'name': 'Aei.org'}","Brazil’s budget challenge - AEI - American Enterprise Institute: Freedom, Opportunity, Enterprise",http://www.aei.org/publication/brazils-budget-challenge/,http://www.aei.org/wp-content/uploads/2019/05/RTX6VUG4-e1558464006299.jpg
Henrique Almeida,"(Bloomberg) -- 
Brazilian entrepreneur Ricardo Bellino knows a good deal when he sees one. So after more than a decade living in Miami, he decided to move across the Atlantic to Portugal, where a booming real estate market and tax breaks are attracting a gro… [+6658 chars]","For Many Wealthy Brazilians, Portugal Is Becoming the New Miami (Bloomberg) -- Brazilian entrepreneur Ricardo Bellino knows a good deal when he sees one. So after more than a decade living in Miami, he decided to move across the Atlantic to Portugal, where a …",2019-05-21T11:01:03Z,"{'id': None, 'name': 'Bloombergquint.com'}","For Wealthy Brazilians, Portugal the New Miami...",https://www.bloombergquint.com/global-economics/for-many-wealthy-brazilians-portugal-is-becoming-the-new-miami,https://images.assettype.com/bloombergquint%2F2018-08%2F3a8e2237-2edb-4494-bcf2-231993fb6108%2FBLOOMBERG_LOGO.png?rect=0%2C56%2C1920%2C1008&w=1200&auto=format%2Ccompress&ogImage=true
motorsport.com,"US consortium Rio Motorsports claims that on Monday it won a tender to build the new track.
It says it has been awarded a 35-year concession to build on military land, after emerging as the only group to submit a proposal.
Despite claims from Brazilian pres… [+1757 chars]","A definitive layout has been revealed for the planned Rio de Janeiro circuit that wants to take over Formula 1's Brazilian Grand Prix, but only once Interlagos's deal expires.",2019-05-21T16:03:03Z,"{'id': None, 'name': 'Yahoo.com'}",Rio reveals definitive layout for F1 circuit,https://ca.sports.yahoo.com/news/rio-reveals-definitive-layout-f1-160303333.html,
Lenin Cavalcanti Guerra,"Cuts to the higher education budget have brought tens of thousands on to the streets of Brazil, in a first wave of mass protests against Jair Bolsonaros government.
On January 1, former army captain and until then unsuccessful far-right politician, Jair Bols… [+8690 chars]","Cuts to the higher education budget have brought tens of thousands on to the streets of Brazil, in a first wave of mass protests against Jair Bolsonaro’s government. On January 1, former army captain and until then unsuccessful far-right politician, Jair Bols…",2019-05-21T12:05:29Z,"{'id': None, 'name': 'Fairobserver.com'}",Jair Bolsonaro Has a New Enemy: Brazil’s Universities,https://www.fairobserver.com/region/latin_america/jair-bolsonaro-brazil-education-budget-cuts-protests-latin-america-news-19198/,https://www.fairobserver.com/wp-content/uploads/2019/05/shutterstock_1401236036-1.jpg
Shannon,"As the world debates the prospect of a China-U.S. trade agreement, yet another debate is taking Chinese strategic circles by storm: World Trade Organization (WTO) reforms.
It is argued that the ongoing trade negotiations between the United States and China, … [+8317 chars]","Within China, arguments rage about how to shape the future of the World Trade Organization.",2019-05-21T13:11:54Z,"{'id': None, 'name': 'Thediplomat.com'}",What Does China Want From WTO Reforms?,https://thediplomat.com/2019/05/what-does-china-want-from-wto-reforms/,https://thediplomat.com/wp-content/uploads/2019/05/thediplomat-27216265549_528245df8d_k-553x360.jpg
Damon Linker,"Three years after the twin shocks of President Trump's triumph in the Republican primaries and the narrow win for ""Leave"" in the Brexit referendum, the evidence has never been stronger that the world has entered an era of anti-liberalism.
Later this week, vo… [+6847 chars]","Three years after the twin shocks of President Trump's triumph in the Republican primaries and the narrow win for ""Leave"" in the Brexit referendum, the evidence has never been stronger that the world has entered an era of anti-liberalism. Later this week, vot…",2019-05-21T09:45:02Z,"{'id': None, 'name': 'Theweek.com'}",Democracy isn't dying. Liberalism is.,https://theweek.com/articles/842448/democracy-isnt-dying-liberalism,https://images.theweek.com/sites/default/files/styles/tw_image_9_4/public/wave_1.jpg?itok=syq5hLsq
Ewan Palmer,"More than four in 10 Americans believe that socialism would be a good thing for the country, while more than half disagree, according to a poll.
The Gallup survey of a 1,024 adults found that 43 percent of Americans believe that some sort of socialism would … [+2675 chars]",51 percent believe that some form of socialism would be bad for the nation.,2019-05-21T10:06:22Z,"{'id': 'newsweek', 'name': 'Newsweek'}",Popularity of Socialism Spiking in U.S. With 43 Percent Now Saying it Would Be Good for the Country,https://www.newsweek.com/socialism-america-gallup-poll-1431266,https://s.newsweek.com/sites/www.newsweek.com/files/styles/full/public/2019/05/21/bernie-sanders.jpg
"Tarisai Ngangura, Nicole DeMarco","Photo by Rafael Kent.  This article originally appeared on i-D US.
It was just a few days before Brazil's annual carnival in March when Afrocidade made a stop in Salvador. Over 1,000 fans, dressed in their party costumesneon bikinis, tutus, extravagantly bed… [+7053 chars]","""Right now in Brazil we are in a time of fighting. Fighting for our rights, for our people, and representation.""",2019-05-21T08:48:01Z,"{'id': 'vice-news', 'name': 'Vice News'}",afrocidade is making protest music for brazil's black youth,https://i-d.vice.com/en_uk/article/597y53/afrocidade-is-making-protest-music-for-brazils-black-youth,"https://video-images.vice.com/articles/5ce2b7279be5510008bc5bc9/lede/1558361907422-Afrocidade-2.jpeg?crop=1xw:0.7829xh;0xw,0.2171xh&resize=1200:*"
Audrey Wilson,"Here is todays Foreign Policy brief: The ongoing U.S.-China trade dispute weighs on markets, President Nicolás Maduro calls for legislative elections in Venezuela, and Austrian Chancellor Sebastian Kurz distances himself from the far-right.
We welcome your f… [+7197 chars]",Some financial analysts warned that if trade talks between the countries collapse—and tariffs remain high—the global economy could move toward recession.,2019-05-21T10:05:33Z,"{'id': None, 'name': 'Foreignpolicy.com'}",Fear of Prolonged U.S.-China Trade War Rattles Markets,http://foreignpolicy.com/2019/05/21/fear-of-prolonged-u-s-china-trade-war-rattles-markets/,https://foreignpolicymag.files.wordpress.com/2019/05/gettyimages-1150462189-china-trade-war-stocks.jpg
Reuters,"Afghanistan in Ireland, 2 ODI Series, 2019
IRE vs AFG - May 21st, 2019, 03:15 PM IST
Sri Lanka in Scotland, 2 ODI Series, 2019
SCO vs SL - May 21st, 2019, 03:30 PM IST
ICC Cricket World Cup Warm-up Matches, 2019
PAK vs AFG - May 24th, 2019, 03:00 PM IST… [+481 chars]","BRASILIA (Reuters) - Brazil's President Jair Bolsonaro said on Monday he wants his pension reform bill to be approved in Congress with as few changes as possible, adding that he respected the lawmakers in whose hands the proposal's fate lies. (Reporting by Ma…",2019-05-20T21:37:00Z,"{'id': None, 'name': 'Firstpost.com'}",Brazil president wants pension bill passed with as few changes as possible,https://www.firstpost.com/world/brazil-president-wants-pension-bill-passed-with-as-few-changes-as-possible-6672021.html,https://images.firstpost.com/wp-content/uploads/reuters/05-2019/21/2019-05-20T211405Z_1_LYNXNPEF4J1F1_RTROPTP_2_BRAZIL-POLITICS.jpg
,"An interview with Gustavo Perednik
“The main overall problems of Latin American Jewry are assimilation and the lack of interest in Jewishness. Judeophobia, a term which I prefer to antisemitism, remains far lower than in Europe.
Demographically Jews in any … [+5246 chars]",An interview with Argentine-Israeli educator Gustavo Perednik.,2019-05-20T20:26:16Z,"{'id': None, 'name': 'Israelnationalnews.com'}",How are the Jews of Latin America faring?,http://www.israelnationalnews.com/Articles/Article.aspx/23898,http://k6s3v6r4.ssl.hwcdn.net/pictures/830/830882.jpg
Reuters Editorial,"RIO DE JANEIRO (Reuters) - Brazilian right-wing President Jair Bolsonaro blamed interest groups for impeding him from governing on Monday and said the country’s big problem was its political class. 
Since he took office Jan. 1, Bolsonaro has suffered a serie… [+338 chars]",Brazilian right-wing President Jair Bolsonaro blamed interest groups for impeding him from governing on Monday and said the country's big problem was its political class.,2019-05-20T17:10:30Z,"{'id': 'reuters', 'name': 'Reuters'}",Brazil's Bolsonaro says political class is an impediment,https://www.reuters.com/article/us-brazil-politics-idUSKCN1SQ1VA,https://s3.reutersmedia.net/resources/r/?m=02&d=20190520&t=2&i=1389154831&w=1200&r=LYNXNPEF4J14K
,"(Bloomberg Opinion) -- Two and a half years ago, few Spanish citizens had heard of the far-right party Vox, let alone planned to vote for it. Co-founded in 2013 by a Basque politician named Santiago Abascal, Vox fielded candidates in 10 regional parliamentary… [+9307 chars]","Co-founded in 2013 by a Basque politician named Santiago Abascal, Vox fielded candidates in 10 regional parliamentary elections but failed to win a seat in any of them. In Spain’s 2016 general election, Vox received just two-tenths of 1% out of more than 23 m…",2019-05-20T13:47:47Z,"{'id': None, 'name': 'Yahoo.com'}",Masters of Mayhem,https://news.yahoo.com/masters-mayhem-053023357.html,https://s.yimg.com/uu/api/res/1.2/jQS8eFVBUWTEjl6E7LyhaQ--~B/aD04MjI7dz0xMjk2O3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en-US/homerun/bloomberg_politics_602/63216443f1c32da699b040e998e59936
Romesh Ratnesar,"(Bloomberg Opinion) -- Two and a half years ago, few Spanish citizens had heard of the far-right party Vox, let alone planned to vote for it. Co-founded in 2013 by a Basque politician named Santiago Abascal, Vox fielded candidates in 10 regional parliamentary… [+9307 chars]","(Bloomberg Opinion) -- Two and a half years ago, few Spanish citizens had heard of the far-right party Vox, let alone planned to vote for it. Co-founded in 2013 by a Basque politician named Santiago Abascal, Vox fielded candidates in 10 regional parliamentary…",2019-05-20T13:47:47Z,"{'id': None, 'name': 'Yahoo.com'}",Masters of Mayhem,https://finance.yahoo.com/news/masters-mayhem-053023977.html,https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png
candice,"Patrons and supporters gather for the American Museum of Natural History's 2018 Museum Gala on November 15, 2018, in New York City. 
Sylvain Gaboury / Patrick McMullan via Getty Images
Janine Jackson interviewed Amin Husain about the decolonization of museu… [+13319 chars]","""CounterSpin"" interviews Amin Husain on decolonizing museums.",2019-05-20T15:18:26Z,"{'id': None, 'name': 'Truthout.org'}",People With a Lot of Money Are Determining What Culture Is,https://truthout.org/audio/people-with-a-lot-of-money-are-determining-what-culture-is/,https://truthout.org/wp-content/uploads/2019/05/GettyImages-1062284856-1200x800.jpg
Samuel Gregg,"Australian elections are usually predictable affairs. Typically, the party expected to win does win. But on May 18, that maxim was shattered when Prime Minister Scott Morrisons conservative Coalition government won Australias federal election. The result conf… [+5714 chars]","Australian elections are usually predictable affairs. Typically, the party expected to win does win. But on May 18, that maxim was shattered when Prime Minister Scott Morrison’s conservative Coalition government won Australia’s federal election. The result co…",2019-05-20T12:30:00Z,"{'id': None, 'name': 'Firstthings.com'}",Why Australia’s Conservatives Won,https://www.firstthings.com/web-exclusives/2019/05/why-australias-conservatives-won,https://www.firstthings.com/uploads/article_5ce2a16363e2a.jpg
